id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
38155146,Beautiful Cozy Attic Appartment in the Center,35842531,Michael,Kreis 4,Langstrasse,47.37515,8.52462,Entire home/apt,,30,10,2022-01-01,0.18,2,0,0,
38159610,MONOLOCALE ACCOGLIENTE!,46357810,Martina,Kreis 3,Alt-Wiedikon,47.37003,8.51258,Entire home/apt,,1,13,2023-08-12,0.22,1,0,1,
38250307,Beautiful 3-room apartment close to city center,131599979,Dylan,Kreis 6,Unterstrass,47.38927,8.53731,Entire home/apt,,2,8,2022-10-17,0.14,2,0,0,
38295492,Private Apartment Seefeld - Ideal for Remote Work,7698073,Christos,Kreis 8,Seefeld,47.36065435279951,8.551653121380712,Entire home/apt,161,10,28,2024-06-09,0.48,5,269,7,
38354161,Loft with view over the city at the edge of Zurich,28897695,Thobias Martin,Kreis 10,Höngg,47.40603,8.48159,Entire home/apt,130,5,30,2023-12-22,0.51,1,129,1,
38390111,"Elegant home in a home, close to ETH Hönggerberg",292287241,Tina,Kreis 10,Höngg,47.40005,8.50294,Entire home/apt,115,2,63,2024-06-22,1.10,1,94,41,
38400419,UNIQUE ecological housing - just like at home,18550525,Elena,Kreis 9,Altstetten,47.38861,8.48228,Entire home/apt,189,2,60,2024-05-31,1.50,1,280,7,
38499460,Einfaches Zimmer - Zürich Kreis IX,86351080,Milena,Kreis 9,Altstetten,47.39234,8.47907,Private room,70,2,2,2019-11-12,0.04,1,84,0,
38534881,Gemütliches Zimmer im Herzen von Zürich,3556939,Anscha,Kreis 5,Gewerbeschule,47.38348,8.52823,Private room,250,1,17,2020-02-13,0.29,1,2,0,
38539804,full modern flat - 5 m walk 2 Lake,71465286,Mathias,Kreis 2,Enge,47.35626,8.52836,Entire home/apt,,10,2,2019-09-21,0.03,1,0,0,
38540843,Friendly Hostel 1,293156053,Lena,Kreis 1,Rathaus,47.37097,8.54199,Shared room,200,1,26,2024-06-15,0.45,1,83,2,
38566045,RELOC Tastefully furnished Studio in ZH,46465899,"RELOC Serviced Apartments, Zurich",Kreis 11,Seebach,47.41512,8.54403,Entire home/apt,125,7,12,2022-08-20,0.26,12,146,0,
38567062,Hotel Glockenhof Zürich,294255030,Matthias,Kreis 1,City,47.37290573120117,8.536520957946777,Hotel room,340,1,0,,,1,292,0,
38567484,cosy 2 room flat in central location,2271733,Jörg,Kreis 3,Alt-Wiedikon,47.36019,8.52268,Entire home/apt,120,5,27,2023-12-15,0.49,5,9,8,
38571091,"Cozy, central + family friendly",2242376,Lilla,Kreis 3,Sihlfeld,47.37169,8.51391,Entire home/apt,250,3,4,2023-03-08,0.07,1,19,0,
38598780,Geschmackvolle Wohnung im Denkmalschutz Gebäude,209941970,Veronika,Kreis 9,Altstetten,47.3880227,8.4831488,Entire home/apt,,14,6,2023-08-05,0.35,1,0,2,
38612417,Lovely green oasis in the center,6035603,Johanna,Kreis 8,Weinegg,47.35911,8.55845,Private room,,21,0,,,1,0,0,
38631483,Zimmer Orange,295058113,Andrea,Kreis 11,Oerlikon,47.40641,8.54794,Private room,85,4,19,2024-03-01,0.33,8,40,5,
38632424,Zimmer Zebra,295058113,Andrea,Kreis 11,Oerlikon,47.40638,8.5477,Private room,86,4,35,2024-06-23,0.78,8,134,13,
38632737,Wohnung Oli,295058113,Andrea,Kreis 11,Oerlikon,47.40665,8.54755,Entire home/apt,,7,18,2023-11-19,0.37,8,10,5,
38660605,"140m2 top central(old town), stylish 1br apartment",64807566,Claudia,Kreis 1,Lindenhof,47.37294,8.53914,Entire home/apt,350,1,5,2022-09-18,0.09,1,154,0,
38686017,Bali meets Zürich,15407049,Karin,Kreis 7,Hirslanden,47.36596,8.56721,Entire home/apt,,14,4,2021-04-05,0.10,1,0,0,
38713799,Cute and central studio. 1 stop from HB,25107983,Lana,Kreis 4,Werd,47.37229,8.52925,Entire home/apt,130,20,40,2024-06-02,1.21,1,110,24,
38812298,Modern Bedroom close to City Centre & Airport,28958944,Timo,Kreis 11,Oerlikon,47.41034,8.53814,Private room,,1,23,2020-11-01,0.40,1,0,0,
38904357,Schönes grosses sonniges Studio 50 qm ruhig,244894367,Lena,Kreis 7,Witikon,47.36049,8.59067,Private room,98,1,2,2023-06-14,0.10,5,365,0,
38925931,Zimmer Sole,295058113,Andrea,Kreis 11,Oerlikon,47.40661,8.54761,Private room,91,4,10,2024-01-26,0.19,8,63,5,
39100482,Boutique Hotel Josef,300051927,Rafaela,Kreis 4,Langstrasse,47.37988,8.5334,Hotel room,,1,0,,,1,0,0,
39111639,Cozy Room in a garden apartment - Kreis 7,43111694,Susanna,Kreis 7,Witikon,47.357647,8.599178,Private room,45,28,6,2024-03-03,0.16,17,75,2,
39170245,Apartement private in Zürich Center,19898314,Katarína,Kreis 3,Alt-Wiedikon,47.36784,8.51921,Entire home/apt,300,14,1,2019-11-20,0.02,3,356,0,
39171356,Kreis 7  - Room in Penthouse,43111694,Susanna,Kreis 7,Witikon,47.357605,8.599305,Private room,45,28,17,2024-01-02,0.30,17,114,2,
39196674,Stadt Zürich-kleines Studio Albisriederplatz 4502,19610180,Rossana,Kreis 4,Hard,47.38094,8.50666,Entire home/apt,105,1,191,2024-06-23,3.37,19,331,48,
39334649,Garden Apartment with pool,16755505,Peter,Kreis 10,Höngg,47.4013,8.50229,Entire home/apt,280,4,65,2024-06-09,1.26,1,131,12,
39544991,"Zürich City, 20min. Airport, Mainstation, Lake",303829962,Serdar,Kreis 9,Altstetten,47.39035,8.4788,Private room,51,1,198,2024-06-29,3.48,1,32,119,
39581430,Cosy Studio with a separate entrance and bathroom,141696453,Enrique,Kreis 10,Höngg,47.40521,8.48523,Private room,50,2,175,2024-06-26,3.09,1,148,52,
39587270,Rooftop in the heart of the City,304176079,Robert,Kreis 2,Enge,47.36767,8.53463,Entire home/apt,158,30,0,,,1,83,0,
39597292,wiesen,302593800,用户5088,Kreis 11,Seebach,47.41703,8.54632,Private room,,3,0,,,1,0,0,
39600156,Platte200 im Univiertel,304271396,Platte 200,Kreis 7,Fluntern,47.3749,8.55382,Private room,75,1,200,2024-06-15,3.51,2,319,33,
39651555,New-built studio close to G oogle HQ and center,304720958,Stefan,Kreis 2,Wollishofen,47.34867,8.52649,Entire home/apt,132,1,13,2020-11-13,0.23,1,59,0,
39663692,City Rooftop Oasis w/Alp & Lake Views!,54076017,Dominik,Kreis 2,Wollishofen,47.34822,8.53121,Entire home/apt,,7,21,2024-01-03,1.02,1,10,18,
39828123,Luxury Suite with amazing views to the old town !,13570663,Christian Robert,Kreis 1,Hochschulen,47.37119,8.54759,Entire home/apt,120,3,35,2023-09-11,0.62,35,349,2,
39839466,Attractive Loft Style Apartment in Central Zurich,201063228,Henrik,Kreis 2,Enge,47.36823,8.53575,Entire home/apt,135,3,26,2023-07-15,0.47,1,29,2,
39971447,Cozy room in Zurich,80437837,Min,Kreis 11,Oerlikon,47.40322,8.55337,Private room,,1,27,2022-09-06,0.48,1,0,0,
40046792,A green oasis in the middle of Zurich,24107467,Guy,Kreis 10,Wipkingen,47.3909,8.53383,Private room,,20,0,,,1,0,0,
40267895,neues Studio mit wunderschöner Aussicht auf Zürich,88347756,Arri,Kreis 3,Friesenberg,47.35813,8.49719,Entire home/apt,74,4,46,2024-06-27,0.84,2,98,7,
40276545,Cozy Luxurious Room,50528959,Suzan,Kreis 10,Wipkingen,47.39496,8.51846,Private room,36,14,19,2024-03-16,0.36,1,20,5,
40321470,Stay at an Art Gallery Loft in the heart of Zurich,24577202,Jonas,Kreis 4,Langstrasse,47.38005,8.53205,Private room,111,5,1,2024-01-08,0.17,1,106,1,
40341500,"RIE Grosse 1.5 Zimmer Wohnung, sonnigem Balkon",2271733,Jörg,Kreis 2,Enge,47.35451,8.52593,Entire home/apt,121,3,58,2024-05-31,1.05,5,117,24,
40352873,Apartment Central In Zurich,185007183,Samir,Kreis 3,Sihlfeld,47.36972017875349,8.524023760047125,Entire home/apt,127,2,4,2024-06-26,4,1,21,4,
40395216,Private bedroom in the city center.,130013559,Jordi,Kreis 4,Langstrasse,47.37723,8.52996,Private room,68,3,7,2023-05-19,0.15,1,158,0,
40544740,Living & Homeoffice Nähe near Paradeplatz,13570663,Christian Robert,Kreis 2,Enge,47.36761,8.53376,Entire home/apt,138,3,81,2024-06-09,1.46,35,319,36,
40572934,Brandnew studio with amazing views to the city,13570663,Christian Robert,Kreis 2,Enge,47.36654,8.53321,Entire home/apt,148,3,70,2024-05-27,1.33,35,303,24,
40579348,Brandnew quiet studio in the city center,13570663,Christian Robert,Kreis 2,Enge,47.36647,8.53296,Entire home/apt,119,3,74,2024-06-15,1.36,35,304,26,
40580450,Luxus living&homeoffice Boutiquestudio Paradeplatz,13570663,Christian Robert,Kreis 2,Enge,47.3667,8.53219,Entire home/apt,135,3,80,2024-06-03,1.49,35,287,22,
40582267,Brandnew quite Boutique studio in city center,13570663,Christian Robert,Kreis 2,Enge,47.36764,8.53167,Entire home/apt,128,3,66,2024-01-06,1.20,35,164,15,
40582771,New Boutique Studio with dreamviews at the center,13570663,Christian Robert,Kreis 2,Enge,47.3681,8.5322,Entire home/apt,120,4,102,2024-06-08,1.85,35,249,35,
40607935,Hippes 4* Hotel im Trendquartier - Einzelzimmer,249003124,Züri,Kreis 5,Escher Wyss,47.38997,8.52241,Private room,269,1,14,2024-05-18,0.44,2,293,3,
40650157,Vast Modern Apt: Near ZH Main Station,1229459,Swissstay,Kreis 7,Hottingen,47.36815,8.55614,Entire home/apt,203,2,111,2024-06-24,2.04,80,18,16,
40650169,Budget-Friendly Apartment in the centre of Zurich,1229459,Swissstay,Kreis 7,Hottingen,47.36865,8.55474,Entire home/apt,190,2,68,2024-06-03,1.26,80,13,9,
40728749,Central city-view penthouse,46226348,Michael,Kreis 6,Unterstrass,47.38697,8.53835,Entire home/apt,,2,7,2020-10-25,0.13,1,0,0,
40730880,Modern Apartment Fully furnished,48793301,Enzo,Kreis 11,Oerlikon,47.4058,8.54519,Entire home/apt,50,5,11,2024-02-12,0.20,1,26,3,
40770131,Historic 3 Bedroom Apartment with private patio,316694395,Naemi,Kreis 1,Lindenhof,47.37284,8.54005,Entire home/apt,2849,2,0,,,3,284,0,
40770515,Penthouse Maisonette Apartment - 3 Bedrooms,316694395,Naemi,Kreis 1,Lindenhof,47.37284,8.54005,Entire home/apt,3540,2,1,2023-07-18,0.09,3,343,1,
40797750,Loving apartment right in the heart of Zurich!,90437848,Lukas,Kreis 4,Langstrasse,47.37954,8.5268,Entire home/apt,239,2,74,2024-05-30,2.86,5,102,19,
40835483,Wohnung in Zürich,10993446,Jasmin,Kreis 4,Langstrasse,47.37549,8.51862,Entire home/apt,130,14,0,,,1,83,0,
40855422,Historic 3 Bedroom Apartment,316694395,Naemi,Kreis 1,Lindenhof,47.37284,8.54005,Entire home/apt,2450,2,1,2023-07-03,0.08,3,323,1,
41150515,Double Room with shared bathroom in a pop-up hotel,322266523,Krone,Kreis 1,Rathaus,47.37384,8.54313,Private room,,7,1,2020-02-20,0.02,10,0,0,
41223016,Green Marmot Capsule Hotel Zürich,321785453,Mohamed,Kreis 1,Rathaus,47.36813,8.54345,Shared room,48,1,554,2024-06-11,11.37,1,335,93,
41309079,Modern Apartment in Zurich Wiedikon,13916240,Bernhard,Kreis 3,Sihlfeld,47.36932,8.52469,Entire home/apt,,14,3,2023-04-12,0.06,1,0,0,
41334019,Stadt Zürich kreis 7,274146000,Ti,Kreis 7,Witikon,47.35728,8.59137,Private room,48,10,14,2022-12-26,0.29,1,270,0,
41371724,Oasis on the Zürichberg,19378048,Werner,Kreis 7,Hottingen,47.37262,8.5699,Entire home/apt,110,2,120,2024-06-20,2.32,1,112,20,
41396272,"Atelier in Zürich Enge, Kreis 2",325581374,Peter,Kreis 2,Enge,47.35799,8.52588,Entire home/apt,85,2,166,2024-06-18,3.10,1,35,51,
41516267,Wonderful City Center Apartment in Zurich,120856822,Itay,Kreis 3,Alt-Wiedikon,47.36984,8.51829,Private room,,5,1,2020-03-07,0.02,1,0,0,
41543114,Luxury bedroom in designer apartment (b&b),43727226,Bert,Kreis 6,Oberstrass,47.38886,8.54854,Private room,167,1,247,2024-06-27,4.57,1,92,106,
41683640,Schönes Zimmer nähe Zürich-Hardturm,11664490,Matthias,Kreis 10,Höngg,47.39704,8.50908,Private room,60,180,0,,,1,358,0,
41773740,Bright apartment with view over Zurich,10369170,Oliver,Kreis 3,Alt-Wiedikon,47.35815,8.5143,Entire home/apt,,2,11,2021-03-11,0.20,1,0,0,
41779957,Tiny bright apartment 8 min from Hb Zürich,16506657,Karen,Kreis 3,Alt-Wiedikon,47.35965,8.52298,Entire home/apt,120,3,17,2024-06-12,0.32,3,62,12,
41872839,Small hotel room (4.5m2) w/ shared bath,322266523,Krone,Kreis 1,Rathaus,47.37384,8.54313,Private room,,7,10,2022-05-06,0.19,10,0,0,
41918857,Charming Popup Hotel-Double Room (shared bathroom),322266523,Krone,Kreis 1,Rathaus,47.37384,8.54313,Private room,202,1,76,2024-05-01,1.44,10,70,17,
41918871,Charming Popup Hotel-Single Room (shared bathroom),322266523,Krone,Kreis 1,Rathaus,47.37384,8.54313,Private room,155,1,182,2024-06-22,3.40,10,69,40,
42013211,Idylische  2 1/2 Zimmer Altbauwohnung mit Garten,226951233,Sandra,Kreis 2,Wollishofen,47.341756258911985,8.528759814798832,Entire home/apt,151,2,81,2024-05-26,1.71,1,138,24,
42087812,Adios boredom! High quality Studio apartment,83271512,José-Luis,Kreis 8,Seefeld,47.35592,8.55449,Entire home/apt,,2,27,2024-06-07,0.54,22,0,2,
42088383,LAGOM: Scandi Chic Studio Apartment lake side,83271512,José-Luis,Kreis 8,Seefeld,47.35592,8.55449,Entire home/apt,210,3,17,2024-06-17,0.33,22,78,1,
42103532,Styled & Serviced Aparment 2 mins from the lake,83271512,José-Luis,Kreis 8,Seefeld,47.35592,8.55449,Entire home/apt,,2,21,2023-10-22,0.47,22,0,4,
42103880,TOP shot! Luxurious 1-Bed-Aprt with 70sqm terrace!,83271512,José-Luis,Kreis 8,Seefeld,47.35592,8.55449,Entire home/apt,,2,1,2020-06-26,0.02,22,0,0,
42130984,just HYGGE: Comfy Studio Apartment near the lake,83271512,José-Luis,Kreis 8,Seefeld,47.35592,8.55449,Entire home/apt,,2,25,2024-05-31,0.48,22,0,1,
42211593,Modern 1 room apartment in district 4,271466792,Artel,Kreis 4,Langstrasse,47.377,8.52998,Entire home/apt,125,7,1,2023-11-26,0.14,7,32,1,
42218576,THE FLAG Zürich - Comfort Apartment in Altstetten,175646878,THE FLAG Zürich,Kreis 9,Altstetten,47.38693,8.49434,Private room,242,1,66,2024-01-13,1.52,8,332,7,
42240657,THE FLAG Zürich -Executive Apartment in Altstetten,175646878,THE FLAG Zürich,Kreis 9,Altstetten,47.38634,8.49491,Private room,281,1,12,2023-01-22,0.28,8,327,0,
42243057,THE FLAG Zürich -Loft on the rooftop in Altstetten,175646878,THE FLAG Zürich,Kreis 9,Altstetten,47.38767,8.4947,Private room,367,1,26,2022-12-03,0.51,8,31,0,
42268307,Citynah aber ruhig in Zürich,335838018,Alexander,Kreis 7,Witikon,47.35922,8.5834,Entire home/apt,145,1,3,2023-06-14,0.09,1,120,0,
42372562,Design flat with stunning lake and mountain view,18647788,Eva,Kreis 2,Wollishofen,47.342678,8.535872,Entire home/apt,,5,4,2022-07-29,0.16,1,0,0,
42443181,Green House,295831796,Alessia,Kreis 9,Albisrieden,47.37696,8.49664,Entire home/apt,124,1,18,2024-06-23,3.20,1,81,18,
42579959,Large bedroom  in Design apt. near Paradeplatz,161091005,Reto,Kreis 2,Enge,47.36681,8.53629,Private room,140,30,1,2022-07-28,0.04,3,301,0,
42580336,Casual? Not my style: Large Studio made with love,83271512,José-Luis,Kreis 8,Seefeld,47.35592,8.55449,Entire home/apt,225,3,5,2023-12-06,0.10,22,17,1,
42653666,JOSEFSTRASSE / VIADUKT,3008731,Tamara,Kreis 5,Gewerbeschule,47.38646,8.52464,Private room,,14,0,,,1,0,0,
42709310,Platte201,304271396,Platte 200,Kreis 7,Fluntern,47.37331,8.55369,Private room,105,1,63,2024-03-06,1.27,2,139,11,
42748334,Cozy apartement close to lake / main station,14380887,Ramona,Kreis 7,Hirslanden,47.36048,8.56638,Entire home/apt,,4,5,2022-07-27,0.10,1,0,0,
42788275,"City Center / Wollishofen – 3 Bedrooms, 100 sqm",1746873,Frank,Kreis 2,Enge,47.35254,8.52724,Entire home/apt,149,2,196,2024-06-22,4.22,11,12,67,
42788533,"City Center / Wollishofen – Budget 2 Bdrms, view",1746873,Frank,Kreis 2,Wollishofen,47.35144,8.5265,Entire home/apt,128,2,203,2024-06-19,4.51,11,29,74,
42788622,"City Center / Wollishofen – Duplex studio, view",1746873,Frank,Kreis 2,Wollishofen,47.35125,8.52725,Entire home/apt,162,2,206,2024-06-25,4.05,11,30,68,
42803662,Stay in the ♥ of Zurich - Apt in historic building,3516976,Arik,Kreis 1,Lindenhof,47.37275,8.53836,Entire home/apt,220,14,11,2023-07-04,0.34,1,337,1,
42823448,Bright Spacious and Quiet Place,214859939,Raquel,Kreis 9,Altstetten,47.3841,8.48118,Private room,65,30,3,2022-01-16,0.06,1,85,0,
42890195,Stylish bedroom  in Design apt. near Paradeplatz,161091005,Reto,Kreis 2,Enge,47.36744,8.53534,Private room,120,14,1,2021-02-14,0.02,3,32,0,
43033334,Greulich Design & Lifestyle Hotel,342484382,Design & Lifestyle Hotel,Kreis 4,Langstrasse,47.3775,8.51955,Private room,,14,1,2021-04-30,0.03,1,0,0,
43093051,Hotel Alexander Zürich - Double room (Wlan),342929958,Katharina,Kreis 1,Rathaus,47.37416,8.54447,Private room,806,1,9,2024-05-11,0.35,6,347,5,
43093457,Alexander Guesthouse Zurich - Double Room (Wlan),342929958,Katharina,Kreis 1,Rathaus,47.37362,8.54565,Private room,672,1,50,2024-05-20,1.38,6,346,20,
43129826,Hotel Alexander Zürich - Twin bed room(Wlan),342929958,Katharina,Kreis 1,Rathaus,47.37381,8.54422,Private room,817,1,5,2023-07-27,0.18,6,315,1,
43130528,Hotel Alexander Zürich - Single room (Wlan),342929958,Katharina,Kreis 1,Rathaus,47.37528,8.54301,Private room,615,1,8,2024-02-21,0.29,6,354,4,
43144750,Alexander Guesthouse Zürich - Twin room (Wlan),342929958,Katharina,Kreis 1,Hochschulen,47.37552,8.54582,Private room,881,1,110,2024-06-16,2.29,6,336,45,
43146058,Alexander Guesthouse - Single room (Wlan),342929958,Katharina,Kreis 1,Rathaus,47.37513,8.54544,Private room,654,1,89,2024-05-25,2.60,6,352,24,
43200807,Private room in new spacious apartment building,1122014,Michael,Kreis 11,Seebach,47.4193,8.55648,Private room,134,1,95,2024-06-15,1.94,2,90,33,
43212796,Entire Design Apartment Central Zurich,161091005,Reto,Kreis 2,Enge,47.36875,8.53467,Entire home/apt,250,10,16,2024-06-18,0.35,3,57,5,
43234382,★3BR★LOFT★ ZURICH CITY CENTER ★on 2Levels★6Guests,4416988,Björn,Kreis 5,Escher Wyss,47.39123,8.51597,Entire home/apt,861,2,198,2024-06-19,3.97,1,97,50,
43264425,Peaceful corner with rooftop in the heart of ZH,344271798,Josephine,Kreis 1,Lindenhof,47.37253,8.54052,Entire home/apt,185,21,3,2024-01-04,0.06,2,348,2,
43292018,4 WG Zimmer mit Garten,163025967,Christa,Kreis 11,Oerlikon,47.40596,8.55021,Private room,55,6,11,2024-04-01,0.23,3,263,2,
43297164,"Relaxing holidays in Zürich, Switzerland",205249164,Judith,Kreis 3,Alt-Wiedikon,47.36529,8.51949,Entire home/apt,230,5,51,2024-06-24,1.14,1,288,20,
43310883,"This flat has it all!  Below market price, Enge",344271798,Josephine,Kreis 2,Enge,47.36061,8.52683,Entire home/apt,158,28,0,,,2,355,0,
43314656,Stadt Zürich-kleine Wohnung Albisriederplatz 4204,19610180,Rossana,Kreis 3,Sihlfeld,47.379019048939384,8.507411012013797,Entire home/apt,121,1,64,2024-06-23,1.32,19,341,36,
43322730,"Luxury penthouse, Duplex in Zurich",113193480,Silverus,Kreis 3,Sihlfeld,47.37048,8.51935,Entire home/apt,546,2,32,2024-05-12,0.67,2,200,9,
43359918,Casa llena de color en Zürich,62105022,Al Y Cia,Kreis 9,Albisrieden,47.37446,8.48701,Entire home/apt,,12,0,,,1,0,0,
43445690,apartment in the central of zurich city,70291646,Sofia Sara,Kreis 1,City,47.36948,8.53601,Private room,,27,0,,,3,15,0,
43450418,"Quiet and bright room, all you need!",1522246,Lukas,Kreis 3,Sihlfeld,47.37902,8.50644,Private room,93,3,58,2024-06-18,1.16,1,7,27,
43454703,Private Wohnung in Top Lage,101114274,Andreas,Kreis 5,Gewerbeschule,47.38306,8.5285,Entire home/apt,,1,26,2024-01-28,0.52,2,0,7,
43466411,Zurich home perfect for the professional,8411292,Tim,Kreis 11,Seebach,47.42463,8.55479,Entire home/apt,,30,0,,,1,0,0,
43480808,"Spacious apartment in ""The Metropolitans""",1122014,Michael,Kreis 11,Seebach,47.41863,8.55671,Entire home/apt,,1,203,2024-06-08,4.11,2,0,38,
43531619,2 1/2 Zimmer Stadtwohnung + Parkplatz!,213296181,Edgar Patrik,Kreis 10,Wipkingen,47.397,8.51883,Entire home/apt,120,3,37,2024-06-01,0.77,2,311,7,
43545390,"More than just a room, it’s a home away from home",37421240,Irina,Kreis 6,Unterstrass,47.38889247073038,8.539343150271913,Private room,111,1,193,2024-06-12,3.91,1,32,50,
43550716,Bright & Cozy City Apartment,33956325,Nicole,Kreis 9,Altstetten,47.38863,8.4892,Entire home/apt,100,153,0,,,1,181,0,
43599013,Vermiete ruhiges Zimmer mit Balkon,347849004,Maik,Kreis 11,Seebach,47.42345,8.54334,Private room,,7,0,,,1,0,0,
43665293,"Cosy & central, lovely terrace over river & park",8254571,Aleksandra,Kreis 10,Wipkingen,47.39409,8.52114,Entire home/apt,230,4,37,2024-06-08,0.77,1,132,10,
43672005,Charming Small Apartment to rent in Zürich,53910976,Louise,Kreis 3,Alt-Wiedikon,47.36555,8.52151,Entire home/apt,,2,0,,,1,0,0,
43676444,Nice Apartment in Zurich Great Location,1496480,Rene,Kreis 10,Wipkingen,47.39445,8.52786,Entire home/apt,115,1,71,2024-06-10,1.50,2,92,14,
43683848,Beautiful Apartment with 2 Balconies,76447870,Daniel,Kreis 2,Wollishofen,47.3449,8.53237,Entire home/apt,134,2,50,2024-06-10,1.10,1,74,15,
43703654,The Crown Penthouse Bahnhofstrasse Zürich,144959892,Anna Victoria,Kreis 1,Lindenhof,47.37635,8.54047,Entire home/apt,1000,4,2,2020-07-04,0.04,3,179,0,
43737148,Why standard if you can standout? Great STUDIO,83271512,José-Luis,Kreis 8,Seefeld,47.35664,8.55391,Entire home/apt,,6,9,2021-10-30,0.18,22,0,0,
43790602,lovely 2 room flat in old town of Zurich,344425219,Pat,Kreis 1,Rathaus,47.37479,8.54293,Entire home/apt,168,21,10,2023-08-14,0.71,1,323,3,
43858959,Gemütliche und zentrale Wohnung in Zürich,91266341,Pascal,Kreis 4,Langstrasse,47.37476,8.52136,Entire home/apt,,5,0,,,1,0,0,
43863916,Zimmer in schöner Wohnung am Fluss,3737620,Selina,Kreis 10,Höngg,47.39616,8.50357,Private room,,5,19,2023-08-04,0.39,1,0,3,
43890786,"3 Bedroom Superior Serviced Apartment, Downtown",24506494,EMA House,Kreis 6,Unterstrass,47.38302,8.54072,Entire home/apt,405,2,20,2024-06-15,0.43,20,243,10,
43894252,Topfloor Flat with private 70sqm rooftop terrace,83271512,José-Luis,Kreis 8,Mühlebach,47.35697,8.55537,Entire home/apt,,2,1,2021-06-17,0.03,22,0,0,
43960977,Wohnen mitten im lebendigen Zürcher Kreis 4,19889087,Gian,Kreis 4,Langstrasse,47.37731,8.5291,Private room,,500,8,2022-06-12,0.17,1,0,0,
43997218,bright central apartment with balcony & 2 bikes :),130640981,Ladina,Kreis 7,Hirslanden,47.36292,8.56224,Entire home/apt,,1,5,2020-09-07,0.10,1,0,0,
44022463,Beautiful studio apartment-Zurich-Zone10-RWS-130,151693991,Sinha‘S Swiss,Kreis 12,Schwamendingen-Mitte,47.40703,8.57789,Entire home/apt,142,2,0,,,2,8,0,
44044459,ZH Peach III - HITrental Wiedikon Apartments,12886487,Stephanie,Kreis 9,Albisrieden,47.36782,8.49146,Entire home/apt,127,1,4,2023-11-25,0.09,107,11,1,
44044463,Zh Kiwi Eg - HITrental Wiedikon Apartments,12886487,Stephanie,Kreis 9,Albisrieden,47.36741,8.49303,Entire home/apt,161,1,1,2024-03-05,0.26,107,311,1,
44057060,Cozy bedroom in the heart of Zürich,15059789,Carlo,Kreis 6,Unterstrass,47.39058,8.54046,Private room,99,4,36,2023-10-04,0.75,1,78,4,
44057622,Zh Banana I - HITrental Wiedikon Apartments,12886487,Stephanie,Kreis 9,Albisrieden,47.36752,8.49107,Entire home/apt,,1,4,2022-07-03,0.09,107,0,0,
44057624,Zh Cherry I - HITrental Wiedikon Apartments,12886487,Stephanie,Kreis 9,Albisrieden,47.36751,8.49186,Entire home/apt,92,1,3,2024-06-05,0.08,107,203,1,
44057627,Zh Pineapple I - HITrental Wiedikon Apartments,12886487,Stephanie,Kreis 9,Albisrieden,47.36741,8.49346,Entire home/apt,98,1,2,2023-02-28,0.08,107,325,0,
44057629,Zh Pineapple Ii - HITrental Wiedikon Apartments,12886487,Stephanie,Kreis 9,Albisrieden,47.36564,8.49343,Entire home/apt,98,1,1,2021-02-02,0.02,107,323,0,
44057631,Zh Pineapple Iii - HITrental Wiedikon Apartments,12886487,Stephanie,Kreis 9,Albisrieden,47.36603,8.49274,Entire home/apt,98,1,3,2023-07-31,0.08,107,298,1,
44057633,Zh Cherry Ii - HITrental Wiedikon Apartments,12886487,Stephanie,Kreis 9,Albisrieden,47.36558,8.49148,Entire home/apt,92,1,0,,,107,180,0,
44057634,Zh Cherry Iii - HITrental Wiedikon Apartments,12886487,Stephanie,Kreis 9,Albisrieden,47.3676,8.49182,Entire home/apt,92,1,3,2023-10-31,0.06,107,315,1,
44057635,Zh Banana Ii - HITrental Wiedikon Apartments,12886487,Stephanie,Kreis 9,Albisrieden,47.36753,8.49203,Entire home/apt,92,1,0,,,107,307,0,
44057636,Zh Banana Iii - HITrental Wiedikon Apartments,12886487,Stephanie,Kreis 9,Albisrieden,47.36586,8.49201,Entire home/apt,,1,4,2023-07-14,0.18,107,0,2,
44095007,Cozy  Studio Apartment + balcony next to the lake,83271512,José-Luis,Kreis 8,Seefeld,47.355923,8.554485,Entire home/apt,,6,4,2023-12-20,0.08,22,0,1,
44114120,Shared flat room,354299216,Jeremia,Kreis 12,Hirzenbach,47.40188,8.58713,Private room,,5,4,2020-09-11,0.08,1,0,0,
44146398,Cozy room in the heart of Zürich,355002552,Philipp,Kreis 2,Enge,47.36201,8.52729,Private room,,5,3,2020-08-23,0.06,1,0,0,
44202450,"Cozy, central room at the heart of Zurich city!",118704137,Agnieszka,Kreis 2,Enge,47.36113,8.52532,Private room,85,1,1,2020-09-30,0.02,1,51,0,
44208294,Attikawohnung mit Aussicht 😊,45815102,Andrea,Kreis 6,Unterstrass,47.39509,8.54026,Entire home/apt,100,5,5,2024-06-02,0.10,1,10,4,
44240562,Cosy City-Apartment,122858411,Lisa,Kreis 3,Alt-Wiedikon,47.36937,8.51701,Entire home/apt,88,14,27,2024-04-16,0.60,1,215,8,
44330186,Modern furnished apartment in the heart of Zurich,92373487,Nikolaus,Kreis 4,Langstrasse,47.37647,8.52723,Entire home/apt,170,3,33,2024-06-23,0.69,1,15,7,
